short_name,player_positions,overall,potential,value_eur,value_log10,club_contract_valid_until,years_left,age,weak_foot,international_reputation,pace,shooting,passing,dribbling,defending,physic
J. Matt,ST,64,64,500000.0,5.698970004336019,2023.0,2.0,31,3,1,55.0,63.0,51.0,59.0,26.0,82.0
Z. Clough,"CAM, LM, ST",64,65,700000.0,5.845098040014257,2023.0,2.0,26,3,1,68.0,63.0,63.0,68.0,38.0,35.0
C. Wilkinson,"ST, RM, RW",64,65,700000.0,5.845098040014257,2023.0,2.0,26,3,1,76.0,64.0,58.0,64.0,32.0,74.0
S. Hendriks,ST,64,65,700000.0,5.845098040014257,2022.0,1.0,26,3,1,67.0,64.0,52.0,64.0,24.0,59.0
Álvaro Peña,"CAM, ST, LM",64,64,575000.0,5.7596678446896306,2022.0,1.0,29,4,1,66.0,57.0,68.0,63.0,55.0,61.0
F. Piasecki,ST,64,67,775000.0,5.889301702506311,2022.0,1.0,26,3,1,76.0,63.0,54.0,62.0,35.0,73.0
João Silva,ST,64,64,500000.0,5.698970004336019,2026.0,5.0,31,2,1,65.0,66.0,38.0,63.0,21.0,73.0
J. Rodríguez,"LM, ST",64,67,775000.0,5.889301702506311,2026.0,5.0,25,3,1,74.0,58.0,61.0,63.0,40.0,51.0
A. Bakayoko,ST,64,69,875000.0,5.942008053022313,2023.0,2.0,25,3,1,78.0,62.0,51.0,59.0,44.0,78.0
Song Seung Min,"LM, RW, ST",64,64,575000.0,5.7596678446896306,2021.0,0.0,29,4,1,75.0,56.0,58.0,63.0,42.0,73.0
Chen Hao,"CB, ST",64,66,600000.0,5.778151250383644,2021.0,0.0,28,2,1,62.0,54.0,41.0,55.0,64.0,67.0
A. Samuel,ST,64,67,775000.0,5.889301702506311,2023.0,2.0,25,3,1,82.0,62.0,51.0,65.0,33.0,69.0
J. Muldoon,ST,64,64,475000.0,5.676693609624866,2023.0,2.0,32,2,1,78.0,64.0,53.0,64.0,23.0,65.0
F. Palacios Martínez,"CAM, ST",64,65,700000.0,5.845098040014257,2026.0,5.0,26,3,1,69.0,61.0,56.0,73.0,31.0,45.0
D. Oberlin,"ST, RM, LM",64,69,900000.0,5.954242509439325,2024.0,3.0,23,3,1,85.0,62.0,58.0,67.0,42.0,58.0
M. Egho,ST,64,65,675000.0,5.829303772831025,2024.0,3.0,27,2,1,75.0,62.0,53.0,62.0,36.0,70.0
B. Śpiączka,ST,64,64,575000.0,5.7596678446896306,2023.0,2.0,29,3,1,84.0,62.0,52.0,64.0,35.0,70.0
G. Nilsson,ST,64,70,925000.0,5.9661417327390325,2023.0,2.0,24,2,1,77.0,62.0,48.0,59.0,27.0,71.0
D. Johnson,ST,64,64,600000.0,5.778151250383644,2023.0,2.0,28,3,1,68.0,65.0,48.0,63.0,24.0,67.0
R. Cisneros,ST,64,70,925000.0,5.9661417327390325,2021.0,0.0,24,2,1,66.0,61.0,51.0,66.0,29.0,65.0
A. Collins,ST,64,67,800000.0,5.903089986991944,2023.0,2.0,24,3,1,82.0,61.0,58.0,64.0,35.0,73.0
J. Eilers,"ST, RW",64,64,375000.0,5.574031267727719,2022.0,1.0,33,4,1,79.0,65.0,56.0,65.0,33.0,64.0
D. Baumann,"ST, RM",64,66,725000.0,5.860338006570994,2023.0,2.0,26,3,1,68.0,62.0,53.0,62.0,28.0,72.0
V. Adeboyejo,ST,64,70,925000.0,5.9661417327390325,2022.0,1.0,23,3,1,74.0,61.0,49.0,65.0,26.0,67.0
R. Hardie,ST,64,71,1200000.0,6.079181246047625,2023.0,2.0,24,3,1,86.0,62.0,46.0,63.0,24.0,62.0
F. Mulić,"ST, RM",64,66,725000.0,5.860338006570994,2021.0,0.0,26,3,1,75.0,63.0,42.0,56.0,28.0,78.0
C. Depres,ST,64,66,725000.0,5.860338006570994,2024.0,3.0,26,3,1,37.0,67.0,51.0,60.0,30.0,58.0
J. Hylton,"LW, ST, LM",64,64,575000.0,5.7596678446896306,2022.0,1.0,29,4,1,84.0,58.0,55.0,64.0,21.0,53.0
K. van Veen,ST,64,64,575000.0,5.7596678446896306,2023.0,2.0,30,4,1,51.0,67.0,58.0,62.0,25.0,72.0
K. Woolery,"RW, ST, RM",64,65,700000.0,5.845098040014257,2024.0,3.0,26,4,1,83.0,60.0,57.0,65.0,19.0,57.0
W. Caddy,ST,64,70,925000.0,5.9661417327390325,2023.0,2.0,24,2,1,79.0,64.0,48.0,65.0,28.0,61.0
Kim Jin Hyuk,"ST, CB",64,64,600000.0,5.778151250383644,2023.0,2.0,28,3,1,60.0,63.0,53.0,61.0,61.0,72.0
E. List,"ST, RM",64,67,800000.0,5.903089986991944,2023.0,2.0,24,3,1,93.0,62.0,53.0,65.0,28.0,67.0
S. Musiolik,"ST, CF",64,67,775000.0,5.889301702506311,2022.0,1.0,25,2,1,85.0,61.0,47.0,61.0,25.0,70.0
Óscar Pinchi,"ST, RM, LM",64,69,875000.0,5.942008053022313,2024.0,3.0,25,3,1,74.0,64.0,61.0,69.0,42.0,55.0
Marcelo Vildeia,ST,64,64,650000.0,5.812913356642856,2024.0,3.0,25,3,1,83.0,62.0,49.0,69.0,30.0,54.0
Iuliano Alfaro,"ST, LM, CAM",64,64,375000.0,5.574031267727719,2024.0,3.0,33,3,1,56.0,68.0,53.0,67.0,27.0,62.0
Rivaldinho,ST,64,65,700000.0,5.845098040014257,2023.0,2.0,26,3,1,68.0,63.0,59.0,62.0,33.0,67.0
G. Ramírez,ST,64,64,500000.0,5.698970004336019,2024.0,3.0,31,4,1,76.0,65.0,45.0,65.0,33.0,51.0
C. Togashi,ST,64,64,625000.0,5.795880017344075,2023.0,2.0,27,3,1,74.0,62.0,45.0,63.0,27.0,66.0
S. Kobayashi,"RM, CF, ST",64,64,625000.0,5.795880017344075,2022.0,1.0,27,3,1,78.0,64.0,58.0,63.0,46.0,64.0
K. Watanabe,ST,64,64,275000.0,5.439332693830263,2022.0,1.0,34,3,1,37.0,65.0,64.0,66.0,29.0,67.0
T. Kanamori,"RM, ST, LM",64,64,625000.0,5.795880017344075,2022.0,1.0,27,3,1,92.0,57.0,52.0,67.0,30.0,71.0
V. Gutkovskis,ST,64,66,725000.0,5.860338006570994,2022.0,1.0,26,4,1,76.0,60.0,50.0,63.0,25.0,78.0
G. Hirst,ST,64,74,1300000.0,6.113943352306837,2022.0,1.0,22,3,1,64.0,63.0,41.0,57.0,30.0,67.0
T. Sandoval,ST,64,72,1300000.0,6.113943352306837,2022.0,1.0,22,3,1,66.0,61.0,45.0,64.0,29.0,68.0
L. Cullen,ST,64,74,1300000.0,6.113943352306837,2024.0,3.0,22,3,1,76.0,64.0,57.0,68.0,30.0,46.0
Dany Mota,"RW, ST",64,73,1300000.0,6.113943352306837,2024.0,3.0,23,3,1,67.0,58.0,57.0,68.0,28.0,58.0
N. Ennis,ST,64,71,1200000.0,6.079181246047625,2023.0,2.0,22,3,1,83.0,62.0,48.0,65.0,39.0,66.0
Cho Young Wook,"RM, ST, CM",64,72,1300000.0,6.113943352306837,2022.0,1.0,22,3,1,80.0,58.0,55.0,66.0,28.0,64.0
O. Bogle,ST,64,64,625000.0,5.795880017344075,2022.0,1.0,27,5,1,64.0,64.0,50.0,62.0,30.0,67.0
S. Grønning,ST,64,67,800000.0,5.903089986991944,2023.0,2.0,24,3,1,77.0,63.0,53.0,63.0,27.0,71.0
K. Duah,"ST, LW, RW",64,71,1200000.0,6.079181246047625,2022.0,1.0,24,3,1,86.0,64.0,56.0,61.0,31.0,74.0
Nito Carbelho,"ST, CAM",64,64,575000.0,5.7596678446896306,2024.0,3.0,29,3,1,71.0,62.0,57.0,65.0,34.0,63.0
A. Dobre,"LM, LW, ST",64,72,1300000.0,6.113943352306837,2024.0,3.0,22,3,1,76.0,54.0,58.0,68.0,37.0,63.0
K. McAllister,"RM, ST",64,72,1300000.0,6.113943352306837,2022.0,1.0,22,3,1,84.0,63.0,59.0,66.0,26.0,59.0
J. Marković,ST,64,75,1300000.0,6.113943352306837,2023.0,2.0,20,3,1,74.0,61.0,53.0,67.0,36.0,69.0
E. Vertainen,"ST, CAM, LW",64,75,1300000.0,6.113943352306837,2023.0,2.0,22,4,1,76.0,64.0,59.0,64.0,36.0,69.0
P. Sohm,"ST, RM, LM",64,64,575000.0,5.7596678446896306,2022.0,1.0,29,4,1,77.0,63.0,58.0,64.0,25.0,71.0
S. Lavery,ST,64,73,1300000.0,6.113943352306837,2023.0,2.0,22,2,1,73.0,65.0,48.0,63.0,22.0,50.0
H. Mahou,"ST, RM",64,71,1200000.0,6.079181246047625,2024.0,3.0,21,3,1,84.0,63.0,60.0,67.0,33.0,55.0
J. Godínez,ST,64,68,850000.0,5.929418925714293,2022.0,1.0,24,3,1,65.0,62.0,53.0,62.0,30.0,69.0
Raul Asencio,ST,64,72,1300000.0,6.113943352306837,2023.0,2.0,23,3,1,70.0,61.0,51.0,62.0,24.0,61.0
L. Marseiler,"LM, RM, ST",64,70,925000.0,5.9661417327390325,2022.0,1.0,24,5,1,81.0,56.0,57.0,66.0,35.0,58.0
Claudio Medina,ST,64,64,625000.0,5.795880017344075,2022.0,1.0,27,3,1,55.0,65.0,47.0,56.0,28.0,65.0
Ž. Celar,ST,64,74,1300000.0,6.113943352306837,2025.0,4.0,22,2,1,71.0,62.0,44.0,64.0,26.0,68.0
R. Wiedesheim-Paul,"ST, LW",64,74,1300000.0,6.113943352306837,2024.0,3.0,22,3,1,73.0,65.0,53.0,65.0,26.0,56.0
D. Butterworth,"ST, CAM, LW",64,75,1300000.0,6.113943352306837,2022.0,1.0,21,3,1,80.0,62.0,49.0,65.0,35.0,60.0
R. Germain,"ST, CF, RW",64,66,725000.0,5.860338006570994,2022.0,1.0,26,2,1,83.0,62.0,51.0,59.0,36.0,67.0
A. Al Hamdan,ST,64,75,1300000.0,6.113943352306837,2026.0,5.0,21,4,1,79.0,62.0,57.0,60.0,27.0,68.0
A. Eisa,"LM, ST",64,66,725000.0,5.860338006570994,2023.0,2.0,25,3,1,93.0,58.0,54.0,67.0,28.0,63.0
F. Hornby,ST,64,73,1300000.0,6.113943352306837,2024.0,3.0,21,2,1,61.0,64.0,50.0,58.0,24.0,72.0
S. Gussiås,ST,64,74,1300000.0,6.113943352306837,2022.0,1.0,21,3,1,66.0,65.0,45.0,60.0,24.0,71.0
F. Evina,"LM, ST, LW",64,76,1400000.0,6.146128035678238,2023.0,2.0,20,3,1,82.0,62.0,56.0,65.0,34.0,67.0
N. Fröling,"CF, ST",64,74,1300000.0,6.113943352306837,2021.0,0.0,21,4,1,72.0,69.0,56.0,65.0,37.0,79.0
F. Kaya,"ST, RM, LM",64,74,1300000.0,6.113943352306837,2022.0,1.0,21,4,1,76.0,62.0,44.0,66.0,24.0,57.0
J. Anthony,"ST, LW",64,73,1300000.0,6.113943352306837,2022.0,1.0,21,3,1,75.0,62.0,51.0,66.0,21.0,61.0
M. Kiprit,ST,64,75,1300000.0,6.113943352306837,2023.0,2.0,21,4,1,71.0,63.0,47.0,65.0,30.0,69.0
T. Hara,"ST, RM, RW",64,72,1300000.0,6.113943352306837,2022.0,1.0,22,4,1,67.0,61.0,50.0,58.0,25.0,76.0
P. Owusu,ST,64,68,850000.0,5.929418925714293,2022.0,1.0,24,3,1,73.0,62.0,44.0,54.0,36.0,73.0
A. Taoui,"ST, RW, LW",64,76,1400000.0,6.146128035678238,2022.0,1.0,19,4,1,66.0,64.0,56.0,70.0,24.0,55.0
I. Sadiq,"LW, RW, ST",64,73,1300000.0,6.113943352306837,2022.0,1.0,21,3,1,89.0,56.0,53.0,67.0,30.0,59.0
V. Arveladze,"CAM, ST",64,71,1200000.0,6.079181246047625,2022.0,1.0,23,3,1,73.0,65.0,62.0,65.0,27.0,67.0
V. Damascan,"ST, RW",64,73,1300000.0,6.113943352306837,2023.0,2.0,22,3,1,71.0,64.0,56.0,65.0,21.0,62.0
L. Diabyfadiga,ST,64,72,1300000.0,6.113943352306837,2023.0,2.0,20,3,1,66.0,63.0,56.0,63.0,25.0,64.0
A. Stephens,ST,64,67,775000.0,5.889301702506311,2021.0,0.0,26,3,1,71.0,66.0,55.0,68.0,19.0,53.0
M. Kaufmann,ST,64,72,1300000.0,6.113943352306837,2022.0,1.0,20,3,1,73.0,63.0,51.0,60.0,25.0,63.0
B. Waine,"ST, RW",64,76,1400000.0,6.146128035678238,2024.0,3.0,20,3,1,80.0,63.0,56.0,63.0,40.0,68.0
André Anderson,"CF, CAM, ST",64,76,1400000.0,6.146128035678238,2023.0,2.0,21,3,1,70.0,59.0,60.0,67.0,25.0,49.0
Y. Kitala,ST,64,73,1300000.0,6.113943352306837,2023.0,2.0,23,3,1,69.0,66.0,43.0,57.0,24.0,68.0
M. Batmaz,"LW, ST, RW",64,73,1300000.0,6.113943352306837,2024.0,3.0,21,3,1,78.0,62.0,46.0,69.0,23.0,55.0
T. Parrott,"ST, CAM",64,80,1500000.0,6.176091259055681,2022.0,1.0,19,4,1,74.0,63.0,53.0,64.0,27.0,60.0
O. Herrera,"RW, LW, ST",64,78,1400000.0,6.146128035678238,2024.0,3.0,20,2,1,82.0,61.0,56.0,64.0,28.0,63.0
H. Abdelli,"CF, ST, CAM",64,71,1200000.0,6.079181246047625,2022.0,1.0,21,3,1,66.0,57.0,59.0,66.0,47.0,68.0
M. El Idrissy,"ST, RM",64,72,1300000.0,6.113943352306837,2023.0,2.0,22,3,1,76.0,63.0,56.0,62.0,25.0,59.0
M. Moro,"ST, RM",64,67,775000.0,5.889301702506311,2021.0,0.0,26,3,1,83.0,62.0,54.0,68.0,33.0,56.0
V. Triboulet,ST,64,72,1300000.0,6.113943352306837,2022.0,1.0,22,3,1,78.0,62.0,54.0,66.0,22.0,57.0
D. Popa,ST,64,67,775000.0,5.889301702506311,2024.0,3.0,25,3,1,54.0,62.0,43.0,59.0,26.0,85.0
K. Isa,"ST, CF",64,64,575000.0,5.7596678446896306,2022.0,1.0,29,4,1,78.0,59.0,57.0,63.0,40.0,63.0
A. Vombergar,"ST, CF",64,67,775000.0,5.889301702506311,2024.0,3.0,26,3,1,61.0,64.0,52.0,57.0,32.0,63.0
C. Cowell,"ST, LM, RM",64,80,1500000.0,6.176091259055681,2021.0,0.0,17,4,1,84.0,62.0,57.0,65.0,34.0,72.0
B. Michel,"ST, RM, LM",64,72,1300000.0,6.113943352306837,2021.0,0.0,23,3,1,90.0,59.0,37.0,63.0,22.0,58.0
F. Balogun,ST,64,81,1500000.0,6.176091259055681,2025.0,4.0,19,4,1,74.0,63.0,45.0,63.0,21.0,60.0
L. Fülöp,"CAM, LW, ST",64,70,925000.0,5.9661417327390325,2023.0,2.0,23,2,1,70.0,60.0,63.0,66.0,44.0,65.0
O. Dadoune,ST,64,65,700000.0,5.845098040014257,2022.0,1.0,26,3,1,71.0,64.0,42.0,65.0,19.0,61.0
R. Longman,"ST, RM",64,76,1400000.0,6.146128035678238,2022.0,1.0,20,3,1,82.0,63.0,56.0,66.0,36.0,66.0
M. Szczepański,"CAM, ST",64,69,875000.0,5.942008053022313,2024.0,3.0,23,3,1,82.0,57.0,61.0,65.0,36.0,62.0
A. Lozano,"ST, CAM",64,74,1300000.0,6.113943352306837,2022.0,1.0,22,3,1,72.0,64.0,66.0,66.0,37.0,47.0
Z. Lepasa,"ST, CF",64,69,900000.0,5.954242509439325,2022.0,1.0,24,3,1,74.0,65.0,44.0,63.0,26.0,55.0
D. Hayashi,"ST, CF",64,68,850000.0,5.929418925714293,2022.0,1.0,24,3,1,67.0,64.0,52.0,63.0,29.0,68.0
F. Azeez,"RM, LM, ST",64,77,1400000.0,6.146128035678238,2022.0,1.0,20,2,1,82.0,61.0,56.0,64.0,32.0,67.0
C. Makridis,"CAM, ST",64,68,850000.0,5.929418925714293,2023.0,2.0,24,4,1,74.0,68.0,54.0,68.0,24.0,56.0
J. García,ST,64,64,575000.0,5.7596678446896306,2022.0,1.0,30,3,1,68.0,63.0,57.0,62.0,33.0,59.0
M. Beier,ST,64,78,1400000.0,6.146128035678238,2022.0,1.0,18,3,1,64.0,66.0,45.0,62.0,25.0,42.0
F. Saldías,"ST, CAM",64,66,775000.0,5.889301702506311,2021.0,0.0,24,2,1,65.0,67.0,57.0,63.0,44.0,65.0
L. González,"RW, ST",64,72,1300000.0,6.113943352306837,2021.0,0.0,23,3,1,70.0,62.0,55.0,63.0,25.0,54.0
R. Salinas,"LM, ST, LW",64,64,650000.0,5.812913356642856,2021.0,0.0,26,3,1,68.0,64.0,59.0,62.0,54.0,59.0
Marc Echarri,ST,64,75,1300000.0,6.113943352306837,2022.0,1.0,22,3,1,68.0,66.0,46.0,60.0,23.0,68.0
F. Monzón,ST,64,74,1300000.0,6.113943352306837,2022.0,1.0,20,3,1,64.0,66.0,49.0,58.0,28.0,63.0
G. Mbenza,ST,64,75,1300000.0,6.113943352306837,2023.0,2.0,21,2,1,81.0,65.0,43.0,65.0,19.0,65.0
F. Dangubić,"ST, CAM",64,66,725000.0,5.860338006570994,2025.0,4.0,26,3,1,70.0,60.0,56.0,65.0,37.0,61.0
M. Karamoko,"ST, CF",64,73,1300000.0,6.113943352306837,2024.0,3.0,21,3,1,81.0,64.0,49.0,60.0,28.0,71.0
Javi Cueto,ST,64,80,1500000.0,6.176091259055681,2023.0,2.0,20,3,1,68.0,64.0,50.0,62.0,25.0,68.0
Kibe,ST,64,73,1300000.0,6.113943352306837,2024.0,3.0,21,2,1,57.0,66.0,42.0,58.0,29.0,69.0
P. Argañaraz,ST,64,72,1300000.0,6.113943352306837,2022.0,1.0,22,3,1,77.0,62.0,49.0,64.0,27.0,60.0
M. Gouras,"LM, ST, RM",64,70,925000.0,5.9661417327390325,2022.0,1.0,23,4,1,87.0,60.0,55.0,67.0,25.0,57.0
W. Faghir,ST,64,84,1600000.0,6.204119982655925,2026.0,5.0,17,3,1,69.0,62.0,48.0,66.0,22.0,66.0
Vanderson,"LM, ST",64,75,1300000.0,6.113943352306837,2022.0,1.0,22,3,1,78.0,63.0,58.0,68.0,27.0,64.0
L. Martínez Dupuy,ST,64,79,1400000.0,6.146128035678238,2022.0,1.0,20,3,1,70.0,65.0,49.0,65.0,25.0,54.0
N. Holm,ST,64,75,1300000.0,6.113943352306837,2024.0,3.0,20,3,1,68.0,66.0,46.0,60.0,25.0,73.0
L. Delap,ST,64,85,1900000.0,6.278753600952829,2026.0,5.0,18,4,1,76.0,64.0,47.0,61.0,24.0,66.0
Pablo Rodríguez,"ST, LW",64,79,1400000.0,6.146128035678238,2024.0,3.0,19,3,1,70.0,66.0,49.0,63.0,16.0,50.0
J. Santacruz,ST,64,68,850000.0,5.929418925714293,2025.0,4.0,24,2,1,62.0,64.0,44.0,59.0,27.0,58.0
E. Shuranov,ST,64,77,1400000.0,6.146128035678238,2023.0,2.0,19,4,1,63.0,66.0,41.0,59.0,28.0,71.0
L. Pérez,ST,64,75,1300000.0,6.113943352306837,2025.0,4.0,21,2,1,70.0,63.0,43.0,67.0,24.0,55.0
Rodrigo Angelotti,"ST, CF, RW",64,70,925000.0,5.9661417327390325,2022.0,1.0,23,3,1,72.0,64.0,56.0,65.0,21.0,70.0
Manuel Namora,ST,64,73,1300000.0,6.113943352306837,2023.0,2.0,23,4,1,67.0,65.0,52.0,63.0,26.0,56.0
R. Meißner,ST,64,73,1300000.0,6.113943352306837,2024.0,3.0,21,4,1,68.0,65.0,43.0,62.0,22.0,63.0
E. Muçi,"CF, ST",64,74,1300000.0,6.113943352306837,2025.0,4.0,20,3,1,80.0,66.0,55.0,64.0,20.0,55.0
D. Juárez,"RW, ST",64,75,1300000.0,6.113943352306837,2023.0,2.0,19,3,1,80.0,64.0,51.0,68.0,28.0,57.0
N. Zeineddin,ST,64,74,1300000.0,6.113943352306837,2024.0,3.0,21,3,1,69.0,65.0,48.0,63.0,34.0,52.0
F. Balaj,ST,64,69,900000.0,5.954242509439325,2024.0,3.0,23,3,1,65.0,61.0,45.0,59.0,44.0,73.0
Z. Amdouni,"CAM, LM, ST",64,75,1300000.0,6.113943352306837,2022.0,1.0,20,3,1,69.0,66.0,61.0,64.0,46.0,67.0
L. Joseph,ST,64,73,1300000.0,6.113943352306837,2024.0,3.0,20,2,1,77.0,67.0,50.0,61.0,19.0,51.0
Martón,ST,64,73,1300000.0,6.113943352306837,2023.0,2.0,22,3,1,59.0,71.0,48.0,61.0,25.0,55.0
F. Fofana,ST,64,84,1600000.0,6.204119982655925,2025.0,4.0,18,5,1,79.0,64.0,58.0,62.0,22.0,66.0
Pedro,ST,64,77,1400000.0,6.146128035678238,2023.0,2.0,21,3,1,62.0,67.0,52.0,53.0,29.0,68.0
L. Clarke,ST,63,63,160000.0,5.204119982655925,2022.0,1.0,36,4,1,49.0,64.0,54.0,56.0,29.0,71.0
L. Alessandra,"ST, LW",63,63,400000.0,5.6020599913279625,2022.0,1.0,32,3,1,76.0,61.0,57.0,66.0,30.0,65.0
A. Senghor,ST,63,63,200000.0,5.301029995663981,2021.0,0.0,35,3,1,49.0,65.0,41.0,58.0,22.0,66.0
K. Agard,ST,63,63,400000.0,5.6020599913279625,2022.0,1.0,31,3,1,75.0,63.0,54.0,64.0,38.0,60.0
J. Akinde,ST,63,63,400000.0,5.6020599913279625,2022.0,1.0,31,2,1,72.0,59.0,48.0,58.0,36.0,83.0
M. Mešanović,"ST, RM, LM",63,63,475000.0,5.676693609624866,2023.0,2.0,30,3,1,71.0,62.0,45.0,61.0,32.0,69.0
C. Sheridan,ST,63,63,400000.0,5.6020599913279625,2023.0,2.0,32,3,1,72.0,60.0,56.0,58.0,25.0,72.0
J. Bowery,"ST, LW",63,63,475000.0,5.676693609624866,2022.0,1.0,29,3,1,80.0,60.0,50.0,62.0,33.0,77.0
Kim Hyun Sung,ST,63,63,400000.0,5.6020599913279625,2022.0,1.0,31,4,1,72.0,62.0,51.0,60.0,32.0,68.0
A. Grimaldi,ST,63,63,475000.0,5.676693609624866,2023.0,2.0,30,4,1,49.0,63.0,52.0,60.0,32.0,73.0
S. Bertram,"ST, RM, LM",63,63,475000.0,5.676693609624866,2023.0,2.0,30,5,1,76.0,65.0,61.0,64.0,40.0,62.0
M. Jankowski,"ST, CF",63,63,400000.0,5.6020599913279625,2022.0,1.0,31,3,1,71.0,61.0,60.0,63.0,44.0,69.0
N. Blandi,ST,63,63,400000.0,5.6020599913279625,2022.0,1.0,31,4,1,56.0,65.0,56.0,60.0,37.0,59.0
S. May,ST,63,63,500000.0,5.698970004336019,2023.0,2.0,28,3,1,68.0,62.0,58.0,65.0,27.0,67.0
B. Ibini,"ST, RM",63,63,500000.0,5.698970004336019,2022.0,1.0,28,4,1,85.0,61.0,56.0,65.0,40.0,60.0
D. Rose,ST,63,64,550000.0,5.740362689494244,2022.0,1.0,27,3,1,79.0,62.0,53.0,65.0,44.0,67.0
T. Nichols,ST,63,63,525000.0,5.720159303405957,2023.0,2.0,27,3,1,78.0,62.0,56.0,64.0,25.0,62.0
A. Achahbar,"ST, LW",63,63,525000.0,5.720159303405957,2022.0,1.0,27,4,1,65.0,60.0,58.0,67.0,29.0,66.0
I. Vassell,ST,63,63,525000.0,5.720159303405957,2022.0,1.0,27,2,1,81.0,62.0,48.0,62.0,33.0,61.0
R. Bentancourt,ST,63,63,500000.0,5.698970004336019,2023.0,2.0,28,3,1,73.0,61.0,52.0,62.0,25.0,62.0
J. Roberts,"ST, RW",63,64,550000.0,5.740362689494244,2022.0,1.0,27,3,1,80.0,62.0,61.0,66.0,47.0,66.0
T. Boere,ST,63,63,500000.0,5.698970004336019,2023.0,2.0,28,4,1,67.0,64.0,52.0,59.0,30.0,74.0
M. Broberg,"RM, CM, ST",63,63,475000.0,5.676693609624866,2021.0,0.0,30,3,1,69.0,61.0,62.0,61.0,50.0,63.0
P. Tuszyński,ST,63,63,400000.0,5.6020599913279625,2022.0,1.0,31,3,1,61.0,61.0,59.0,60.0,43.0,65.0
C. Irobiso,ST,63,63,500000.0,5.698970004336019,2025.0,4.0,28,4,1,69.0,63.0,47.0,58.0,31.0,76.0
A. Al Salem,"ST, CAM",63,63,500000.0,5.698970004336019,2023.0,2.0,28,3,1,62.0,62.0,58.0,62.0,52.0,67.0
D. Starkl,"LW, ST, RW",63,63,500000.0,5.698970004336019,2022.0,1.0,27,4,1,75.0,59.0,57.0,65.0,36.0,59.0
Park Yong Ji,"ST, LW, RW",63,63,500000.0,5.698970004336019,2022.0,1.0,28,4,1,83.0,59.0,58.0,63.0,22.0,48.0
A. Al Ghamdi,"RW, ST, CAM",63,64,575000.0,5.7596678446896306,2022.0,1.0,26,3,1,72.0,66.0,58.0,65.0,37.0,63.0
R. Šimović,ST,63,63,475000.0,5.676693609624866,2021.0,0.0,30,2,1,50.0,64.0,55.0,57.0,25.0,67.0
J. Brown,"ST, CAM",63,64,575000.0,5.7596678446896306,2023.0,2.0,26,3,1,80.0,61.0,61.0,66.0,45.0,65.0
K. Rocheteau,"LM, ST",63,63,500000.0,5.698970004336019,2022.0,1.0,27,4,1,69.0,61.0,60.0,61.0,37.0,51.0
C. Long,"ST, RW",63,66,625000.0,5.795880017344075,2023.0,2.0,26,3,1,77.0,63.0,48.0,63.0,27.0,64.0
G. Kastaneer,"LW, RW, ST",63,66,625000.0,5.795880017344075,2023.0,2.0,25,3,1,70.0,65.0,55.0,65.0,31.0,68.0
O. Palmer,ST,63,63,475000.0,5.676693609624866,2022.0,1.0,29,3,1,62.0,62.0,45.0,57.0,25.0,78.0
R. Espejord,ST,63,67,675000.0,5.829303772831025,2021.0,0.0,25,4,1,62.0,64.0,49.0,58.0,29.0,66.0
A. Ceesay,"ST, LM",63,64,550000.0,5.740362689494244,2022.0,1.0,27,2,1,88.0,61.0,54.0,60.0,33.0,64.0
K. Al Kaabi,"RM, ST, LM",63,63,475000.0,5.676693609624866,2022.0,1.0,29,3,1,83.0,57.0,55.0,64.0,21.0,51.0
M. Al Saiari,ST,63,63,500000.0,5.698970004336019,2023.0,2.0,28,3,1,69.0,61.0,53.0,60.0,36.0,74.0
S. Križman,"RW, ST, LM",63,63,400000.0,5.6020599913279625,2023.0,2.0,31,2,1,71.0,61.0,60.0,61.0,30.0,61.0
J. Beesley,ST,63,67,700000.0,5.845098040014257,2023.0,2.0,24,2,1,71.0,61.0,49.0,61.0,44.0,68.0
O. Zawada,ST,63,67,675000.0,5.829303772831025,2021.0,0.0,25,3,1,74.0,59.0,51.0,58.0,26.0,71.0
M. Eberwein,"CAM, ST",63,66,625000.0,5.795880017344075,2022.0,1.0,25,4,1,72.0,61.0,60.0,63.0,34.0,68.0
Li Shenglong,"ST, RW",63,63,500000.0,5.698970004336019,2025.0,4.0,28,3,1,77.0,60.0,55.0,60.0,44.0,69.0
J. Günther-Schmidt,"CAM, ST",63,64,575000.0,5.7596678446896306,2022.0,1.0,26,3,1,69.0,63.0,59.0,65.0,29.0,69.0
L. Armstrong,ST,63,66,675000.0,5.829303772831025,2023.0,2.0,24,3,1,72.0,61.0,43.0,61.0,25.0,69.0
D. Hümmet,ST,63,68,725000.0,5.860338006570994,2023.0,2.0,24,3,1,60.0,64.0,52.0,61.0,28.0,71.0
F. Azemi,ST,63,63,475000.0,5.676693609624866,2022.0,1.0,29,3,1,77.0,59.0,53.0,62.0,36.0,68.0
Ł. Sekulski,ST,63,63,475000.0,5.676693609624866,2023.0,2.0,30,3,1,70.0,62.0,39.0,63.0,26.0,69.0
J. Quintero,ST,63,63,525000.0,5.720159303405957,2021.0,0.0,27,2,1,69.0,65.0,49.0,62.0,22.0,61.0
F. Schubert,ST,63,64,575000.0,5.7596678446896306,2023.0,2.0,26,3,1,71.0,63.0,46.0,54.0,34.0,73.0
V. Sanogo,ST,63,66,625000.0,5.795880017344075,2022.0,1.0,26,3,1,74.0,60.0,50.0,62.0,26.0,77.0
