short_name,player_positions,overall,potential,value_eur,value_log10,club_contract_valid_until,years_left,age,weak_foot,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_finishing,attacking_heading_accuracy,attacking_volleys,power_shot_power,power_long_shots,skill_ball_control,mentality_positioning
M. Sansores,ST,65,65,700000.0,5.845098040014257,2021.0,0.0,30,3,1,65.0,66.0,53.0,63.0,35.0,60.0,71,66,52,65,60,63,65
T. Eaves,ST,65,65,725000.0,5.860338006570994,2022.0,1.0,29,4,1,53.0,66.0,46.0,59.0,37.0,79.0,65,73,63,74,60,62,66
P. Slišković,ST,65,65,700000.0,5.845098040014257,2022.0,1.0,30,3,1,66.0,65.0,42.0,57.0,33.0,77.0,69,71,56,65,58,60,68
M. Murzaev,"LM, RM, ST",65,65,600000.0,5.778151250383644,2022.0,1.0,31,4,1,77.0,62.0,56.0,66.0,32.0,67.0,63,61,57,65,62,62,59
M. Meilinger,"RM, LM, ST",65,65,700000.0,5.845098040014257,2022.0,1.0,29,3,1,67.0,62.0,66.0,66.0,33.0,61.0,61,45,55,66,63,66,58
F. Brown Forbes,ST,65,65,725000.0,5.860338006570994,2022.0,1.0,29,3,1,79.0,61.0,55.0,60.0,43.0,81.0,64,62,41,67,54,62,64
M. Żyro,ST,65,65,725000.0,5.860338006570994,2022.0,1.0,28,3,1,69.0,64.0,61.0,68.0,39.0,67.0,62,58,64,65,66,67,67
P. Hoban,ST,65,65,725000.0,5.860338006570994,2021.0,0.0,29,3,1,60.0,64.0,56.0,60.0,39.0,75.0,65,69,61,66,59,63,67
W. Keane,"CAM, ST",65,65,725000.0,5.860338006570994,2023.0,2.0,28,3,1,66.0,65.0,58.0,65.0,39.0,68.0,64,64,62,70,63,65,65
A. Vellios,ST,65,65,725000.0,5.860338006570994,2023.0,2.0,29,3,1,47.0,66.0,56.0,60.0,36.0,68.0,66,70,63,70,64,65,69
M. O'Halloran,"RW, ST",65,65,700000.0,5.845098040014257,2023.0,2.0,30,2,1,89.0,59.0,56.0,65.0,31.0,65.0,60,48,56,65,56,64,58
J. Valencia,"LM, CAM, ST",65,65,775000.0,5.889301702506311,2023.0,2.0,26,3,1,80.0,61.0,60.0,66.0,42.0,53.0,64,42,40,64,58,62,63
A. O'Brien,"ST, LM",65,65,775000.0,5.889301702506311,2022.0,1.0,27,3,1,73.0,63.0,62.0,65.0,37.0,70.0,64,60,57,65,62,64,64
U. Đerić,ST,65,65,725000.0,5.860338006570994,2021.0,0.0,29,3,1,44.0,69.0,47.0,57.0,29.0,76.0,69,72,55,76,68,62,62
M. Mandron,ST,65,67,900000.0,5.954242509439325,2022.0,1.0,26,3,1,64.0,63.0,53.0,63.0,43.0,78.0,64,64,55,67,59,65,65
K. Hemmings,ST,65,65,725000.0,5.860338006570994,2022.0,1.0,29,3,1,72.0,65.0,51.0,63.0,29.0,64.0,66,62,61,67,61,63,65
M. Koné,"ST, LW, RW",65,65,725000.0,5.860338006570994,2022.0,1.0,29,3,1,76.0,64.0,58.0,69.0,30.0,65.0,64,56,55,68,63,68,65
K. Luckassen,ST,65,65,775000.0,5.889301702506311,2022.0,1.0,27,3,1,73.0,66.0,43.0,60.0,29.0,75.0,70,66,58,68,58,60,66
Jefté,ST,65,65,775000.0,5.889301702506311,2023.0,2.0,27,3,1,58.0,67.0,51.0,64.0,31.0,69.0,69,64,67,65,62,66,67
T. Hopper,ST,65,65,775000.0,5.889301702506311,2023.0,2.0,27,3,1,64.0,63.0,53.0,62.0,34.0,75.0,66,65,58,65,56,63,66
L. Antal,"RM, ST",65,65,575000.0,5.7596678446896306,2022.0,1.0,32,4,1,74.0,59.0,62.0,65.0,40.0,60.0,54,57,57,65,59,65,64
C. Stockton,ST,65,66,825000.0,5.9164539485499255,2023.0,2.0,27,3,1,67.0,64.0,52.0,63.0,32.0,76.0,65,64,57,66,60,64,66
R. Zozulya,ST,65,65,600000.0,5.778151250383644,2023.0,2.0,31,3,1,73.0,63.0,56.0,61.0,43.0,80.0,62,68,65,68,60,62,64
A. Said,ST,65,65,725000.0,5.860338006570994,2022.0,1.0,28,3,1,67.0,65.0,54.0,61.0,39.0,76.0,67,66,68,73,49,64,67
T. Watt,"ST, LW",65,66,825000.0,5.9164539485499255,2022.0,1.0,27,3,1,71.0,65.0,56.0,66.0,33.0,73.0,65,62,58,66,63,64,65
Maurides,ST,65,65,775000.0,5.889301702506311,2024.0,3.0,27,4,1,50.0,67.0,52.0,63.0,30.0,76.0,66,68,65,70,66,65,67
T. Ondaan,"ST, LM, LW",65,65,775000.0,5.889301702506311,2025.0,4.0,27,3,1,86.0,63.0,57.0,69.0,37.0,62.0,61,62,60,68,65,66,62
J. Wurtz,"CAM, ST",65,65,700000.0,5.845098040014257,2023.0,2.0,29,3,1,69.0,66.0,62.0,63.0,59.0,74.0,64,70,64,71,63,60,68
M. Schmerböck,"ST, CAM, LM",65,66,825000.0,5.9164539485499255,2023.0,2.0,27,2,1,77.0,64.0,60.0,68.0,34.0,60.0,65,61,63,67,66,66,63
S. Sosa Sánchez,ST,65,66,825000.0,5.9164539485499255,2021.0,0.0,27,2,1,54.0,66.0,45.0,62.0,22.0,64.0,72,71,47,61,62,65,66
M. Starke,"CAM, ST, CM",65,65,700000.0,5.845098040014257,2022.0,1.0,30,3,1,76.0,68.0,62.0,67.0,33.0,68.0,66,53,60,74,71,67,60
R. Nagai,"ST, RW",65,65,700000.0,5.845098040014257,2022.0,1.0,30,4,1,85.0,62.0,57.0,64.0,27.0,66.0,66,61,67,61,51,63,65
M. Osuna,"CM, ST, CDM",65,65,550000.0,5.740362689494244,2026.0,5.0,32,3,1,69.0,67.0,61.0,67.0,62.0,73.0,67,61,59,70,67,70,52
D. Brown,ST,65,65,700000.0,5.845098040014257,2026.0,5.0,30,4,1,83.0,64.0,49.0,61.0,35.0,78.0,65,62,57,66,62,59,64
Lee Jeong Hyeop,ST,65,65,700000.0,5.845098040014257,2026.0,5.0,30,4,1,64.0,62.0,47.0,60.0,34.0,76.0,62,74,59,65,59,56,73
H. Al Hazaa,ST,65,65,725000.0,5.860338006570994,2023.0,2.0,29,3,1,77.0,63.0,45.0,62.0,21.0,59.0,68,66,66,62,50,66,65
D. Asprilla,"RM, ST",65,65,700000.0,5.845098040014257,2021.0,0.0,29,3,1,74.0,63.0,58.0,67.0,39.0,72.0,59,66,58,70,64,67,62
S. Varas,ST,65,65,575000.0,5.7596678446896306,2021.0,0.0,32,3,1,59.0,65.0,49.0,60.0,29.0,78.0,65,71,43,72,59,63,69
J. Dodoo,"ST, RM, LM",65,68,950000.0,5.977723605288848,2023.0,2.0,26,3,1,80.0,62.0,56.0,64.0,35.0,67.0,64,61,65,68,55,63,61
K. Jackson,ST,65,66,825000.0,5.9164539485499255,2022.0,1.0,27,3,1,91.0,63.0,47.0,63.0,30.0,57.0,65,63,54,64,59,62,65
V. Vermeij,ST,65,66,850000.0,5.929418925714293,2026.0,5.0,26,3,1,41.0,65.0,55.0,56.0,31.0,73.0,68,82,58,69,58,57,68
R. Blanco,"ST, RW, LW",65,65,240000.0,5.380211241711606,2026.0,5.0,39,3,1,55.0,71.0,52.0,61.0,23.0,55.0,73,65,65,70,68,59,73
J. Reyes,"CAM, RW, ST",65,65,725000.0,5.860338006570994,2021.0,0.0,28,3,1,70.0,60.0,58.0,64.0,42.0,57.0,63,55,48,59,55,62,58
J. Sanguinetti,"CAM, ST, RM",65,65,700000.0,5.845098040014257,2021.0,0.0,30,3,1,66.0,69.0,62.0,64.0,39.0,63.0,70,51,56,70,70,63,65
F. Friday,ST,65,68,950000.0,5.977723605288848,2022.0,1.0,26,4,1,71.0,64.0,48.0,65.0,27.0,72.0,65,60,55,68,59,65,62
S. Nicholson,"RM, ST, LW",65,65,775000.0,5.889301702506311,2022.0,1.0,26,4,1,86.0,61.0,57.0,66.0,48.0,62.0,60,55,57,63,64,63,61
J. Cummings,"ST, RW",65,68,950000.0,5.977723605288848,2022.0,1.0,25,3,1,71.0,66.0,55.0,65.0,37.0,64.0,66,65,59,68,64,65,66
R. Ramallo,"ST, RM",65,65,700000.0,5.845098040014257,2021.0,0.0,30,3,1,73.0,67.0,49.0,63.0,40.0,65.0,71,72,47,63,68,64,65
Rafael Ratão,"LW, ST",65,68,950000.0,5.977723605288848,2024.0,3.0,25,3,1,78.0,62.0,51.0,70.0,24.0,53.0,67,60,41,59,58,66,59
M. Lorenzen,"LW, ST",65,66,850000.0,5.929418925714293,2021.0,0.0,26,2,1,84.0,64.0,55.0,66.0,32.0,66.0,65,48,53,73,57,66,58
F. Okenabirhie,ST,65,70,1100000.0,6.041392685158225,2022.0,1.0,25,4,1,82.0,64.0,54.0,67.0,33.0,66.0,67,61,51,64,62,64,64
K. Vassell,ST,65,65,725000.0,5.860338006570994,2022.0,1.0,28,5,1,78.0,65.0,47.0,62.0,34.0,71.0,64,59,60,71,65,65,61
Carrillo,ST,65,66,825000.0,5.9164539485499255,2022.0,1.0,27,3,1,66.0,68.0,59.0,62.0,33.0,57.0,66,68,59,73,68,61,65
C. Bishop,ST,65,70,1100000.0,6.041392685158225,2022.0,1.0,24,3,1,73.0,64.0,50.0,62.0,33.0,75.0,67,64,60,64,59,64,66
L. Salvesen,ST,65,70,1100000.0,6.041392685158225,2023.0,2.0,25,3,1,70.0,64.0,51.0,60.0,31.0,79.0,65,65,55,70,60,60,65
J. Correa,"ST, LM",65,66,825000.0,5.9164539485499255,2026.0,5.0,27,3,1,83.0,64.0,56.0,69.0,29.0,53.0,66,55,63,62,60,64,67
M. McNulty,ST,65,65,725000.0,5.860338006570994,2022.0,1.0,28,3,1,73.0,66.0,55.0,65.0,33.0,68.0,66,64,64,69,61,65,66
E. Berggreen,ST,65,65,725000.0,5.860338006570994,2022.0,1.0,28,4,1,34.0,67.0,52.0,59.0,30.0,70.0,69,75,60,73,58,61,68
S. Jacob,"ST, CAM",65,65,725000.0,5.860338006570994,2023.0,2.0,28,3,1,72.0,62.0,54.0,67.0,29.0,66.0,64,66,60,63,55,68,68
B. Babić,ST,65,74,1600000.0,6.204119982655925,2023.0,2.0,23,2,1,82.0,61.0,50.0,65.0,27.0,67.0,64,64,55,64,53,63,67
R. Gergel,"ST, RM",65,65,450000.0,5.653212513775344,2023.0,2.0,33,3,1,75.0,64.0,59.0,64.0,40.0,70.0,67,53,65,66,58,64,67
S. Aškovski,"RW, LM, ST",65,65,700000.0,5.845098040014257,2023.0,2.0,29,3,1,79.0,57.0,62.0,66.0,50.0,64.0,54,58,58,65,58,64,62
E. Brophy,ST,65,67,900000.0,5.954242509439325,2024.0,3.0,25,3,1,78.0,64.0,59.0,66.0,31.0,71.0,64,62,60,67,63,64,63
Lü Wenjun,"ST, RW, LW",65,65,575000.0,5.7596678446896306,2025.0,4.0,32,3,1,79.0,60.0,61.0,64.0,34.0,69.0,59,70,58,65,59,61,60
A. Çiçek,ST,65,68,950000.0,5.977723605288848,2022.0,1.0,25,3,1,58.0,65.0,47.0,62.0,30.0,70.0,68,74,60,67,55,65,65
S. Kashket,"ST, RW",65,68,950000.0,5.977723605288848,2022.0,1.0,25,3,1,84.0,65.0,55.0,68.0,27.0,56.0,68,55,58,66,61,64,62
L. Passerini,ST,65,66,850000.0,5.929418925714293,2022.0,1.0,26,3,1,43.0,66.0,46.0,56.0,28.0,73.0,69,74,59,70,56,62,70
L. Contin,ST,65,70,1100000.0,6.041392685158225,2022.0,1.0,25,3,1,64.0,64.0,50.0,63.0,31.0,71.0,70,64,54,63,56,66,66
M. Burgess,"CAM, ST",65,66,850000.0,5.929418925714293,2023.0,2.0,26,4,1,77.0,59.0,61.0,67.0,39.0,68.0,61,45,46,63,59,66,60
R. Vargas,"ST, LW",65,66,850000.0,5.929418925714293,2021.0,0.0,26,4,1,72.0,66.0,54.0,74.0,24.0,45.0,70,54,63,62,59,72,70
J. Arias,ST,65,68,950000.0,5.977723605288848,2022.0,1.0,26,3,1,64.0,63.0,47.0,55.0,27.0,67.0,63,64,57,76,48,58,77
K. Shelton,"ST, RW",65,65,725000.0,5.860338006570994,2022.0,1.0,28,3,1,73.0,59.0,56.0,65.0,37.0,76.0,59,64,45,64,53,65,71
P. Kirkevold,ST,65,65,700000.0,5.845098040014257,2021.0,0.0,30,3,1,64.0,66.0,63.0,63.0,33.0,72.0,65,61,59,72,62,65,66
N. Delgadillo,"LM, ST",65,73,1600000.0,6.204119982655925,2021.0,0.0,23,3,1,73.0,57.0,60.0,68.0,31.0,61.0,58,46,44,64,54,68,52
J. Kliment,ST,65,65,775000.0,5.889301702506311,2024.0,3.0,27,3,1,73.0,62.0,56.0,65.0,31.0,61.0,64,64,58,67,55,66,63
S. Humphrys,ST,65,71,1100000.0,6.041392685158225,2024.0,3.0,23,3,1,70.0,65.0,53.0,64.0,35.0,76.0,66,60,58,68,63,63,65
C. Lattanzio,"LM, ST, RM",65,71,1100000.0,6.041392685158225,2021.0,0.0,23,3,1,73.0,65.0,63.0,64.0,41.0,55.0,67,46,58,68,62,59,57
Danilo Sacrio,ST,65,65,725000.0,5.860338006570994,2024.0,3.0,29,3,1,85.0,64.0,45.0,68.0,27.0,56.0,66,60,68,70,58,64,57
Emílio Trevões,"ST, LW",65,65,450000.0,5.653212513775344,2024.0,3.0,33,4,1,90.0,64.0,52.0,71.0,23.0,52.0,65,56,67,62,59,64,61
L. Vaca,"RW, ST",65,68,950000.0,5.977723605288848,2022.0,1.0,25,3,1,71.0,64.0,58.0,64.0,23.0,57.0,60,64,57,66,69,62,68
I. Hora,ST,65,65,575000.0,5.7596678446896306,2022.0,1.0,32,3,1,70.0,63.0,60.0,60.0,44.0,67.0,65,65,63,66,53,56,67
Oh Se Hun,ST,65,74,1600000.0,6.204119982655925,2022.0,1.0,22,3,1,53.0,65.0,43.0,61.0,35.0,72.0,69,76,51,67,55,62,68
N. Ishihara,"ST, CF",65,65,240000.0,5.380211241711606,2022.0,1.0,36,3,1,52.0,68.0,58.0,65.0,31.0,53.0,68,63,69,69,66,68,73
D. Jaiyesimi,"RW, LM, ST",65,72,1400000.0,6.146128035678238,2024.0,3.0,23,3,1,89.0,58.0,58.0,67.0,29.0,64.0,59,52,46,61,55,64,64
Y. Minagawa,ST,65,65,725000.0,5.860338006570994,2022.0,1.0,29,3,1,48.0,65.0,44.0,54.0,38.0,78.0,66,74,63,68,58,58,70
M. Guevgeozián,ST,65,65,300000.0,5.477121254719663,2021.0,0.0,35,3,1,49.0,66.0,39.0,61.0,26.0,63.0,70,70,57,65,58,65,75
Y. Naganuma,"RM, LM, ST",65,68,975000.0,5.989004615698537,2022.0,1.0,24,3,1,73.0,51.0,62.0,66.0,53.0,62.0,48,63,37,56,53,66,61
Kim Dae Won,"ST, LW",65,71,1100000.0,6.041392685158225,2022.0,1.0,24,4,1,82.0,62.0,59.0,68.0,25.0,67.0,60,61,50,67,62,65,67
C. Timite,"ST, RM, RW",65,69,1000000.0,6.0,2022.0,1.0,23,3,1,85.0,60.0,55.0,69.0,35.0,66.0,59,61,54,74,48,68,62
S. Akasaki,"ST, CAM",65,65,725000.0,5.860338006570994,2022.0,1.0,29,4,1,63.0,66.0,61.0,64.0,30.0,66.0,67,65,65,68,59,65,69
Song Si Woo,"ST, RM",65,65,775000.0,5.889301702506311,2022.0,1.0,27,2,1,80.0,63.0,59.0,67.0,36.0,59.0,68,45,47,63,59,68,68
J. Okita,"ST, LW, RW",65,70,1100000.0,6.041392685158225,2022.0,1.0,24,3,1,80.0,62.0,55.0,68.0,22.0,66.0,63,50,62,66,59,68,64
M. Kvesić,"CAM, CM, ST",65,65,700000.0,5.845098040014257,2022.0,1.0,29,3,1,80.0,64.0,64.0,72.0,24.0,54.0,58,44,62,77,66,70,55
A. Pavlović,ST,65,65,775000.0,5.889301702506311,2024.0,3.0,27,2,1,67.0,66.0,53.0,63.0,28.0,68.0,67,65,66,69,62,67,63
Rafa Mújica,"ST, RM, LM",65,75,1600000.0,6.204119982655925,2022.0,1.0,22,3,1,71.0,65.0,58.0,68.0,33.0,60.0,64,62,62,66,66,69,62
A. Seydel,"ST, LM, CAM",65,68,950000.0,5.977723605288848,2022.0,1.0,25,4,1,67.0,61.0,53.0,65.0,29.0,61.0,62,69,59,66,56,71,63
Darío Poveda,ST,65,72,1400000.0,6.146128035678238,2026.0,5.0,24,3,1,46.0,67.0,56.0,64.0,25.0,51.0,71,72,60,67,63,68,65
Y. Merdji,ST,65,65,775000.0,5.889301702506311,2023.0,2.0,27,3,1,76.0,65.0,56.0,67.0,18.0,69.0,65,55,61,70,64,65,64
A. May,ST,65,65,775000.0,5.889301702506311,2022.0,1.0,27,3,1,83.0,63.0,59.0,67.0,39.0,72.0,64,54,59,66,57,64,65
S. Ambri,"LM, ST, LWB",65,71,1100000.0,6.041392685158225,2023.0,2.0,23,3,1,89.0,62.0,55.0,67.0,28.0,58.0,65,56,54,60,59,67,59
T. Kishimoto,"RB, ST",65,71,1100000.0,6.041392685158225,2022.0,1.0,23,3,1,73.0,62.0,62.0,63.0,61.0,72.0,64,55,34,66,60,63,63
K. Sugimoto,ST,65,65,725000.0,5.860338006570994,2022.0,1.0,28,4,1,73.0,63.0,55.0,65.0,23.0,74.0,61,60,60,65,63,66,65
K. Tagawa,"RW, LW, ST",65,72,1500000.0,6.176091259055681,2022.0,1.0,22,2,1,86.0,63.0,56.0,63.0,31.0,72.0,65,51,48,67,59,64,65
B. Girth,ST,65,65,725000.0,5.860338006570994,2023.0,2.0,29,3,1,57.0,66.0,45.0,63.0,23.0,58.0,71,64,66,63,57,64,70
E. Botheim,ST,65,75,1600000.0,6.204119982655925,2022.0,1.0,21,3,1,66.0,65.0,47.0,64.0,26.0,65.0,68,62,51,66,61,64,68
A. Petre,ST,65,69,1000000.0,6.0,2024.0,3.0,23,3,1,75.0,62.0,54.0,61.0,37.0,76.0,62,64,58,67,54,60,66
A. Zreľák,ST,65,66,825000.0,5.9164539485499255,2023.0,2.0,27,4,1,66.0,65.0,48.0,61.0,29.0,75.0,65,66,67,69,57,64,70
J. Lescano,ST,65,65,725000.0,5.860338006570994,2022.0,1.0,28,2,1,73.0,67.0,52.0,63.0,29.0,65.0,73,69,56,59,65,61,56
A. Ocejo,ST,65,71,1100000.0,6.041392685158225,2025.0,4.0,23,3,1,74.0,63.0,61.0,65.0,37.0,57.0,64,55,52,71,59,65,66
Y. Akgün,"RM, ST, RW",65,74,1600000.0,6.204119982655925,2022.0,1.0,20,3,1,80.0,63.0,59.0,68.0,29.0,39.0,64,53,53,63,61,68,62
J. Arp,"ST, LW, RW",65,76,1600000.0,6.204119982655925,2022.0,1.0,21,3,1,68.0,63.0,49.0,68.0,22.0,54.0,66,61,64,64,58,69,67
I. Shinozuka,"RM, ST, LB",65,66,850000.0,5.929418925714293,2022.0,1.0,26,3,1,71.0,62.0,57.0,68.0,37.0,62.0,66,43,49,64,56,66,67
I. Boonen,"CAM, CM, ST",65,72,1500000.0,6.176091259055681,2023.0,2.0,22,4,1,69.0,65.0,62.0,67.0,44.0,59.0,68,53,59,66,60,68,60
T. Knöll,ST,65,72,1400000.0,6.146128035678238,2024.0,3.0,23,3,1,61.0,64.0,47.0,61.0,25.0,65.0,69,64,60,63,59,64,68
S. Odey,ST,65,72,1400000.0,6.146128035678238,2022.0,1.0,23,3,1,88.0,60.0,45.0,67.0,33.0,66.0,62,67,47,63,55,64,64
N. Carnat,"RM, ST, LM",65,72,1400000.0,6.146128035678238,2022.0,1.0,23,3,1,80.0,58.0,60.0,66.0,40.0,61.0,58,46,47,60,61,61,59
Chris Ramos,"LM, ST, RM",65,71,1100000.0,6.041392685158225,2024.0,3.0,24,3,1,84.0,62.0,54.0,66.0,29.0,65.0,61,66,62,65,60,65,60
T. Buitink,ST,65,74,1600000.0,6.204119982655925,2023.0,2.0,21,3,1,66.0,66.0,54.0,65.0,25.0,65.0,71,60,61,67,57,67,66
Y. Goke,"RM, CM, ST",65,74,1600000.0,6.204119982655925,2022.0,1.0,22,3,1,68.0,60.0,63.0,64.0,45.0,65.0,60,49,55,65,59,66,63
D. Watari,"CF, ST",65,65,725000.0,5.860338006570994,2022.0,1.0,28,3,1,70.0,64.0,58.0,67.0,32.0,64.0,65,64,68,64,60,64,69
B. White,ST,65,69,1000000.0,6.0,2024.0,3.0,25,4,1,75.0,63.0,50.0,66.0,41.0,71.0,67,65,53,65,55,65,63
T. Barlow,ST,65,68,950000.0,5.977723605288848,2024.0,3.0,25,4,1,76.0,63.0,50.0,59.0,35.0,74.0,68,75,49,65,53,57,63
D. Wenzel-Halls,"ST, LW",65,72,1400000.0,6.146128035678238,2024.0,3.0,23,3,1,80.0,68.0,51.0,67.0,24.0,65.0,70,56,56,64,70,64,70
T. Bonga,"RM, ST, LM",65,71,1100000.0,6.041392685158225,2023.0,2.0,24,3,1,81.0,59.0,52.0,67.0,32.0,71.0,60,65,44,69,52,68,63
L. Jephcott,ST,65,76,1600000.0,6.204119982655925,2023.0,2.0,21,3,1,77.0,65.0,54.0,65.0,29.0,69.0,65,61,64,65,63,63,66
H. Gong,"RM, ST",65,74,1600000.0,6.204119982655925,2022.0,1.0,22,3,1,87.0,57.0,56.0,69.0,33.0,58.0,57,42,54,62,55,66,57
D. Jastrzembski,"LM, ST",65,73,1600000.0,6.204119982655925,2022.0,1.0,21,3,1,79.0,58.0,61.0,67.0,35.0,57.0,59,60,55,57,58,65,57
A. Kargbo,ST,65,75,1600000.0,6.204119982655925,2022.0,1.0,21,3,1,80.0,65.0,46.0,62.0,21.0,51.0,65,67,51,69,65,55,68
R. Yamasaki,ST,65,65,725000.0,5.860338006570994,2022.0,1.0,28,2,1,46.0,66.0,53.0,57.0,28.0,73.0,66,70,66,69,61,63,69
Sergio Moreno,ST,65,76,1600000.0,6.204119982655925,2023.0,2.0,22,3,1,72.0,62.0,49.0,65.0,19.0,52.0,65,62,53,59,62,67,67
P. Mićin,"RW, ST, LW",65,73,1600000.0,6.204119982655925,2022.0,1.0,22,3,1,60.0,64.0,61.0,68.0,34.0,50.0,66,55,58,60,69,71,60
Kim Ji Hyun,"ST, RW",65,69,1000000.0,6.0,2022.0,1.0,24,4,1,76.0,60.0,55.0,65.0,29.0,66.0,63,56,51,66,49,68,68
G. Rutter,ST,65,80,1700000.0,6.230448921378274,2025.0,4.0,19,5,1,77.0,64.0,54.0,66.0,23.0,59.0,65,69,54,67,59,68,59
J. Murray,ST,65,70,1100000.0,6.041392685158225,2022.0,1.0,25,3,1,69.0,66.0,46.0,61.0,19.0,70.0,67,71,60,67,63,62,65
Itaitinga,"LM, ST",65,75,1600000.0,6.204119982655925,2023.0,2.0,22,3,1,73.0,65.0,57.0,69.0,20.0,62.0,69,58,56,63,59,68,65
D. Drăguș,"ST, LW",65,74,1600000.0,6.204119982655925,2024.0,3.0,21,2,1,74.0,64.0,50.0,67.0,19.0,70.0,68,66,67,59,62,62,62
J. Becerra,ST,65,74,1600000.0,6.204119982655925,2022.0,1.0,23,3,1,69.0,64.0,54.0,62.0,33.0,72.0,64,67,60,70,57,61,65
L. Ihorst,"ST, RM",65,74,1600000.0,6.204119982655925,2022.0,1.0,21,4,1,82.0,62.0,50.0,59.0,29.0,70.0,63,64,57,68,57,64,63
M. Phaëton,"ST, LM",65,73,1600000.0,6.204119982655925,2023.0,2.0,21,3,1,81.0,61.0,54.0,67.0,24.0,72.0,62,64,61,63,59,68,59
C. Huerta,"ST, LM, LW",65,76,1600000.0,6.204119982655925,2021.0,0.0,20,3,1,70.0,66.0,63.0,66.0,37.0,56.0,68,63,60,67,64,64,65
J. Maroof,"RM, ST",65,65,700000.0,5.845098040014257,2023.0,2.0,29,2,1,84.0,64.0,56.0,63.0,39.0,61.0,67,53,65,66,56,65,68
D. Sikan,ST,65,80,1700000.0,6.230448921378274,2023.0,2.0,20,2,1,74.0,65.0,47.0,65.0,20.0,52.0,69,58,57,58,65,64,65
Júnior Brumado,ST,65,74,1600000.0,6.204119982655925,2023.0,2.0,22,3,1,76.0,61.0,49.0,68.0,29.0,78.0,62,60,47,69,54,65,64
J. Piroe,ST,65,74,1600000.0,6.204119982655925,2024.0,3.0,21,4,1,60.0,66.0,52.0,64.0,28.0,68.0,65,65,58,74,62,67,64
F. Mambimbi,"ST, LM, RM",65,80,1700000.0,6.230448921378274,2024.0,3.0,20,4,1,88.0,64.0,53.0,72.0,24.0,55.0,69,51,55,62,53,70,70
D. Hanslik,"RM, LM, ST",65,67,925000.0,5.9661417327390325,2023.0,2.0,24,2,1,72.0,64.0,59.0,63.0,25.0,69.0,66,58,59,65,61,64,65
N. Bannis,ST,65,77,1700000.0,6.230448921378274,2023.0,2.0,19,3,1,77.0,64.0,49.0,67.0,24.0,59.0,68,64,42,63,61,67,64
T. Somers,"RW, ST",65,72,1500000.0,6.176091259055681,2023.0,2.0,22,4,1,81.0,54.0,61.0,68.0,33.0,67.0,59,37,43,51,48,68,56
E. Simms,ST,65,78,1700000.0,6.230448921378274,2022.0,1.0,20,4,1,74.0,65.0,52.0,63.0,25.0,68.0,66,63,60,68,62,63,65
R. Pepi,ST,65,80,1700000.0,6.230448921378274,2022.0,1.0,18,3,1,62.0,65.0,49.0,61.0,34.0,58.0,70,60,62,68,50,63,68
L. Kambole,"ST, RW, LW",65,66,825000.0,5.9164539485499255,2022.0,1.0,27,4,1,73.0,66.0,49.0,64.0,24.0,64.0,66,60,62,70,63,62,66
R. Postema,"ST, RM",65,79,1700000.0,6.230448921378274,2024.0,3.0,19,4,1,78.0,67.0,51.0,62.0,29.0,57.0,69,62,57,69,62,62,65
T. Vecino,ST,65,75,1600000.0,6.204119982655925,2021.0,0.0,22,3,1,63.0,66.0,53.0,63.0,27.0,56.0,69,73,64,63,59,68,69
G. Simeone,"ST, LM",65,81,1800000.0,6.2552725051033065,2022.0,1.0,18,3,1,74.0,66.0,49.0,64.0,25.0,69.0,68,66,59,67,63,65,64
L. Campana,ST,65,74,1600000.0,6.204119982655925,2022.0,1.0,21,4,1,67.0,67.0,48.0,62.0,29.0,59.0,73,63,65,64,61,64,63
L. Martell,"ST, LM",65,66,850000.0,5.929418925714293,2022.0,1.0,26,3,1,66.0,68.0,58.0,63.0,40.0,71.0,70,61,56,69,68,61,64
M. Bustillo,ST,65,70,1100000.0,6.041392685158225,2022.0,1.0,25,3,1,57.0,68.0,58.0,61.0,37.0,63.0,71,62,62,68,64,63,64
R. Baturina,ST,65,77,1800000.0,6.2552725051033065,2022.0,1.0,21,4,1,66.0,68.0,49.0,61.0,21.0,66.0,72,61,55,71,61,63,65
D. Tono,"RW, ST",65,73,1600000.0,6.204119982655925,2022.0,1.0,22,3,1,68.0,68.0,58.0,70.0,18.0,46.0,68,53,63,71,68,67,65
D. Pérez,ST,65,65,350000.0,5.544068044350276,2021.0,0.0,34,2,1,62.0,67.0,45.0,60.0,20.0,61.0,71,65,63,65,65,60,65
J. Escobar,ST,65,71,1100000.0,6.041392685158225,2025.0,4.0,24,3,1,66.0,68.0,53.0,63.0,29.0,53.0,72,66,62,63,65,68,65
R. Königsdörffer,"RM, ST",65,79,1700000.0,6.230448921378274,2022.0,1.0,19,3,1,83.0,61.0,55.0,67.0,37.0,53.0,66,63,44,57,59,63,65
A. Colassin,"ST, CAM",65,76,1600000.0,6.204119982655925,2025.0,4.0,20,3,1,76.0,65.0,52.0,66.0,20.0,55.0,69,60,56,66,59,68,67
Julio Martínez,"ST, CAM",65,77,1700000.0,6.230448921378274,2022.0,1.0,20,4,1,76.0,65.0,53.0,65.0,19.0,53.0,68,61,46,67,59,65,67
P. Abraham,"ST, LM",65,82,1800000.0,6.2552725051033065,2026.0,5.0,18,3,1,79.0,65.0,54.0,69.0,28.0,52.0,67,54,52,68,61,66,70
